Date,Open,High,Low,Close,Adj Close,Volume
2010-04-16,-1.3382053663069153,-1.3473313969672809,-1.3568521759311734,-1.3587936465440453,-1.3587936465440453,4.288150157210117
2010-04-19,-1.3586867135290928,-1.3631453704228107,-1.374878815314817,-1.365948082111339,-1.365948082111339,2.7321754215783445
2010-04-20,-1.360730360444444,-1.3527055157975105,-1.35216607351926,-1.3433959331323753,-1.3433959331323753,1.412656359565513
2010-04-21,-1.3427148664996162,-1.3411203152874875,-1.3353052463146626,-1.3330863095692398,-1.3330863095692398,1.8325871342319233
2010-04-22,-1.3436255794519427,-1.324491425546372,-1.3449016089444852,-1.315044536140595,-1.315044536140595,2.153385325111318
2010-04-23,-1.3139699889784386,-1.3078404892412785,-1.3088034438766074,-1.298135950664037,-1.298135950664037,1.422409975861233
2010-04-26,-1.298197991716973,-1.2989643274952143,-1.2933102803552348,-1.3049349427628743,-1.3049349427628743,1.753744544217419
2010-04-27,-1.3103046303431565,-1.3082810172300385,-1.3340496615344357,-1.3440179931055949,-1.3440179931055949,3.614635658344214
2010-04-28,-1.3373168890139877,-1.34138460519469,-1.3355967335715435,-1.3415294819853463,-1.3415294819853463,2.4690955683137483
2010-04-29,-1.3331184168862913,-1.3170469461562113,-1.3255296121794342,-1.3074234538831229,-1.3074234538831229,2.177723018149107
2010-04-30,-1.305550809063647,-1.3150866839859032,-1.3429734138977936,-1.354394338601764,-1.354394338601764,2.16623908766365
2010-05-03,-1.3476907732065355,-1.3277731372526924,-1.3366506036960695,-1.3183551374194782,-1.3183551374194782,1.0227794944565585
2010-05-04,-1.332007718582665,-1.3421114696546308,-1.3668295247221023,-1.3697253300804006,-1.3697253300804006,2.729064975832508
2010-05-05,-1.383255354581973,-1.3811398028278947,-1.3936229512655158,-1.3944327873555011,-1.3944327873555011,2.936311298010412
2010-05-06,-1.400115678904377,-1.3982092205577703,-1.519630429142572,-1.4529797918417466,-1.4529797918417466,6.872642186302166
2010-05-07,-1.4548064525282682,-1.4541088212456423,-1.4973212535068936,-1.4957067819011474,-1.4957067819011474,5.693453664974849
2010-05-10,-1.4610930428901134,-1.422436781206626,-1.4511110807463163,-1.4143632525755194,-1.4143632525755194,3.036999104670346
2010-05-11,-1.4261727533040842,-1.3912933209820144,-1.423465635582555,-1.4013207420317162,-1.4013207420317162,1.9543682948238894
2010-05-12,-1.4000713431688683,-1.3644449078251129,-1.389519960215842,-1.355483045265162,-1.355483045265162,1.3187971142615054
2010-05-13,-1.3602415826875383,-1.356780097225438,-1.3665604806155163,-1.369392127256289,-1.369392127256289,0.9533506375933612
2010-05-14,-1.369860267960262,-1.379642115210325,-1.4101922912132323,-1.4046535839549439,-1.4046535839549439,2.2467192964648697
2010-05-17,-1.398138603383933,-1.392196423523513,-1.4293848796244,-1.4008096140528488,-1.4008096140528488,2.0371452897222
2010-05-18,-1.3884090109807932,-1.3884080441364979,-1.4213132827298676,-1.4296054170904633,-1.4296054170904633,2.2924902265791034
2010-05-19,-1.4345029905812807,-1.430674130318394,-1.4565369860271025,-1.4481581828842907,-1.4481581828842907,2.905268637487392
2010-05-20,-1.4662911706077313,-1.4752529548337137,-1.514361489065374,-1.524502584938762,-1.524502584938762,4.514841915044113
2010-05-21,-1.5349989514000537,-1.5003834835937995,-1.537858920030394,-1.503950059745524,-1.503950059745524,1.5522556365160802
2010-05-24,-1.5058320031001664,-1.5041277698528581,-1.511872625806738,-1.5219028705967912,-1.5219028705967912,1.3173345867916086
2010-05-25,-1.5401303721394752,-1.5303815979336883,-1.5646523465738076,-1.5245469306137658,-1.5245469306137658,3.4859332409933
2010-05-26,-1.5174053926506466,-1.4927848126860592,-1.5136664356486143,-1.5187700588589783,-1.5187700588589783,0.5932907937896961
2010-05-27,-1.4999674835170307,-1.4649451107317464,-1.490370719339295,-1.4568013854858124,-1.4568013854858124,1.8059629545862677
2010-05-28,-1.4598045948945861,-1.4660684100524908,-1.4755278597825694,-1.4765763018091045,-1.4765763018091045,0.9539377084791649
2010-06-01,-1.4848842493637708,-1.4822789527990925,-1.512298635116912,-1.5224583442506623,-1.5224583442506623,1.3661953636732296
2010-06-02,-1.5147841609240835,-1.487124357384649,-1.5136439924983192,-1.4789980909963196,-1.4789980909963196,1.1137342837992217
2010-06-03,-1.47686490456829,-1.4676763304899516,-1.472164671601768,-1.4637781671257202,-1.4637781671257202,1.0824341360455865
2010-06-04,-1.4825295743834148,-1.4913532647604242,-1.5298545157382692,-1.5379895015283993,-1.5379895015283993,2.302521929083888
2010-06-07,-1.532710847814605,-1.5340378323671022,-1.5638003279534598,-1.5723843867797307,-1.5723843867797307,1.5681477483896766
2010-06-08,-1.5675423303463283,-1.5679342900533608,-1.5877910976795389,-1.5741618753493818,-1.5741618753493818,2.315056407470257
2010-06-09,-1.56831990050884,-1.549411277833872,-1.5692486763845408,-1.5728287928255646,-1.5728287928255646,2.09923061076824
2010-06-10,-1.5589677719823234,-1.5327823880927565,-1.549899122769785,-1.5250580585926332,-1.5250580585926332,1.235700835197231
2010-06-11,-1.536776041569198,-1.5124972639182273,-1.530549569155029,-1.5045943603630882,-1.5045943603630882,0.11769127986418758
2010-06-14,-1.493081208267864,-1.4817722851183976,-1.489765301675238,-1.4973287215740725,-1.4973287215740725,0.4952190573928168
2010-06-15,-1.4891715285457734,-1.4663547465236713,-1.4820076351878815,-1.460667460418567,-1.460667460418567,0.720427688778467
2010-06-16,-1.4708672421953397,-1.462412310049345,-1.4644741977168194,-1.4665332947507321,-1.4665332947507321,1.0892626974015127
2010-06-17,-1.459626980785974,-1.4676982426236618,-1.4710436088748342,-1.467155490337637,-1.467155490337637,0.6311002187332944
2010-06-18,-1.4630923540699563,-1.462830791474127,-1.460841965429432,-1.4647780468254255,-1.4647780468254255,0.6286283413193844
2010-06-21,-1.4502748522594573,-1.450496679940185,-1.4770749318196772,-1.4800867976597178,-1.4800867976597178,0.5864004354984219
2010-06-22,-1.4754210781235493,-1.4701870846083747,-1.5018279475649239,-1.5114600743949589,-1.5114600743949589,0.5864210344768711
2010-06-23,-1.512096357802613,-1.51020670657905,-1.5195183502395742,-1.5151483597866429,-1.5151483597866429,0.5985435332942548
2010-06-24,-1.5202710810473072,-1.5248973807138357,-1.5304374902520312,-1.5397669900980504,-1.5397669900980504,0.8958691882307291
2010-06-25,-1.534510173643148,-1.5176291394052326,-1.5341370519903037,-1.51323756296461,-1.51323756296461,1.2192834493731788
2010-06-28,-1.5146065468154712,-1.5109115244750126,-1.517746983547993,-1.5211697430155342,-1.5211697430155342,-0.05005650113727974
2010-06-29,-1.53282189052831,-1.5412178874197924,-1.5770287860221923,-1.578005709637792,-1.578005709637792,2.2573277703662336
2010-06-30,-1.5764056811159393,-1.5681985799605633,-1.5854367564741958,-1.5923814383190973,-1.5923814383190973,1.1556738039218948
2010-07-01,-1.5910002730955821,-1.5959502300892316,-1.6252793695809364,-1.6028909564539628,-1.6028909564539628,2.5653545946070935
2010-07-02,-1.601751892331331,-1.6012802557915047,-1.6144723084714772,-1.6157558130703806,-1.6157558130703806,0.02419251668304186
2010-07-06,-1.601463099925725,-1.5911046910734068,-1.6317815881365434,-1.6356194207436805,-1.6356194207436805,0.7685778009035888
2010-07-07,-1.6302302131063018,-1.5946947858148859,-1.6218712950995449,-1.5875599649753263,-1.5875599649753263,1.0157449433161394
2010-07-08,-1.5779829215170724,-1.5754888678331447,-1.5782620645006014,-1.5684293492695982,-1.5684293492695982,0.6215216937543931
2010-07-09,-1.5697193912180722,-1.5553360230424846,-1.5629034230325216,-1.5480768542617753,-1.5480768542617753,-0.4515717890700606
2010-07-12,-1.5513039265706448,-1.55137154000418,-1.5647195391762154,-1.5654520864285117,-1.5654520864285117,-0.5335351243196264
2010-07-13,-1.553347709069285,-1.522782927025948,-1.544226616532708,-1.5183256528131444,-1.5183256528131444,0.7162769946209431
2010-07-14,-1.5231366338606787,-1.5246771839345898,-1.5242492021036003,-1.5242359684339986,-1.5242359684339986,0.5932907937896961
2010-07-15,-1.5231811051794764,-1.531659088772012,-1.542858816001006,-1.5365452157828599,-1.5365452157828599,0.6256517889334677
2010-07-16,-1.5430403962716444,-1.551349493440202,-1.5826789859574515,-1.5903816789196865,-1.5903816789196865,1.3928401422973344
2010-07-19,-1.58546901723685,-1.5895408637639024,-1.5982168989309369,-1.584404776979484,-1.584404776979484,0.14881633630100433
2010-07-20,-1.5976866985767382,-1.5668771304245512,-1.5962887038842453,-1.5596084927406908,-1.5596084927406908,0.7912778751546623
2010-07-21,-1.5515482476574531,-1.5556223595136653,-1.5775670110838416,-1.5853824160348449,-1.5853824160348449,0.826193143626141
2010-07-22,-1.5716963311552272,-1.5412399339837706,-1.5627464578289336,-1.534634418960827,-1.534634418960827,0.9083006717248515
2010-07-23,-1.5398415797338694,-1.508356542798365,-1.5345406181501826,-1.5009281800020635,-1.5009281800020635,0.596916213996764
2010-07-26,-1.4963021248817487,-1.476596450933704,-1.4917159398722246,-1.4685552947944873,-1.4685552947944873,0.06657491484237373
2010-07-27,-1.4605821650570978,-1.4614872953741365,-1.4694067642365463,-1.47533204624898,-1.47533204624898,0.804059541282422
2010-07-28,-1.4789530228024388,-1.4816401401647965,-1.4955051373632,-1.5006838041416446,-1.5006838041416446,0.05909748566529597
2010-07-29,-1.491548439185528,-1.4916175546676267,-1.513173096887555,-1.5014170673365865,-1.5014170673365865,0.6873972268350946
2010-07-30,-1.5162058872927142,-1.4997227588257933,-1.5156395169958958,-1.5003949469925368,-1.5003949469925368,0.06327907829049371
2010-08-02,-1.485150806109978,-1.4784464802841208,-1.4769179666160892,-1.4760208281552332,-1.4760208281552332,0.2051339433812538
2010-08-03,-1.4809523339822817,-1.4786447649296568,-1.4874559836189625,-1.4897966018939783,-1.4897966018939783,0.13060683935186732
2010-08-04,-1.484217721914964,-1.4808472704431892,-1.4744964328083385,-1.4735766627099884,-1.4735766627099884,0.1162184529050662
2010-08-05,-1.4821740749996126,-1.485714856022992,-1.4806622778064744,-1.4911074437734508,-1.4911074437734508,-0.2672212314384978
2010-08-06,-1.5041214843259296,-1.5022336473744846,-1.5150340993318387,-1.5008615936827152,-1.5008615936827152,-0.08973013363053522
2010-08-09,-1.4921037883373411,-1.4878291752806116,-1.4877474708758436,-1.481219985611805,-1.481219985611805,0.03537776198098461
2010-08-10,-1.4908819117367211,-1.4996345725698805,-1.5099668739103416,-1.5104601946952534,-1.5104601946952534,0.03537776198098461
2010-08-11,-1.5256245872141383,-1.5340817910647904,-1.560683740728949,-1.5681627327648349,-1.5681627327648349,0.5838255631922656
2010-08-12,-1.5819591726340703,-1.575092432972341,-1.579607285033531,-1.5757394693473028,-1.5757394693473028,0.5932907937896961
2010-08-13,-1.5783384209008746,-1.5847614644400123,-1.5828583943113346,-1.5923814383190973,-1.5923814383190973,-0.6345731136131976
2010-08-16,-1.597797741290443,-1.580730841709773,-1.5933066387130277,-1.5799166420735098,-1.5799166420735098,-0.826596790717106
2010-08-17,-1.567942165465639,-1.5537281026050238,-1.560907898534945,-1.5550313952573387,-1.5550313952573387,0.023893831495527734
2010-08-18,-1.55532464900644,-1.5482438853851712,-1.5587555456822575,-1.551165320324584,-1.551165320324584,-0.22736220813919905
2010-08-19,-1.556457582969465,-1.5622078294902841,-1.5821184545939846,-1.589115182715218,-1.589115182715218,0.35587726767286526
2010-08-20,-1.588379041369019,-1.5959941887869198,-1.6003469454818064,-1.589515107472363,-1.589515107472363,-0.18893481384212318
2010-08-23,-1.582070350931064,-1.5813255612161126,-1.598710237691996,-1.6075347758703484,-1.6075347758703484,-0.7560452895284248
2010-08-24,-1.6195675365081479,-1.6165215563046733,-1.6297411773383765,-1.6232656921061301,-1.6232656921061301,0.506033521078673
2010-08-25,-1.630185741787504,-1.6078877723321017,-1.6279475043449778,-1.602646580593544,-1.602646580593544,0.42761321012237835
2010-08-26,-1.598175476333644,-1.5953996037108484,-1.6072302870469974,-1.6140004295313888,-1.6140004295313888,-0.3072347470761659
2010-08-27,-1.6022850058237454,-1.5827572435720159,-1.6127010786283735,-1.5762282210681409,-1.5762282210681409,0.1621644743361183
2010-08-30,-1.5810039883629463,-1.5866116282206975,-1.6002797528793988,-1.6096456028777963,-1.6096456028777963,-1.0577791258530387
2010-08-31,-1.6116593700096609,-1.6036149062586382,-1.6101225796170349,-1.60889009903851,-1.60889009903851,0.0965670274644817
2010-09-01,-1.6053060726696193,-1.5653794428069814,-1.596669826893829,-1.5579420717790768,-1.5579420717790768,0.46540203608752745
2010-09-02,-1.5582346731386092,-1.5484862631586636,-1.5525897006841216,-1.5417888545281204,-1.5417888545281204,-0.24801268403457216
2010-09-03,-1.528756832357006,-1.5241045109922284,-1.5233747403329572,-1.517125878541709,-1.517125878541709,-0.42280531566568297
2010-09-07,-1.5214928220646382,-1.5299851630728847,-1.5402131243872594,-1.5483879520552277,-1.5483879520552277,-0.8627170994278658
2010-09-08,-1.5432624816990541,-1.5359759135431639,-1.5340472793891236,-1.5373673059414945,-1.5373673059414945,-0.7419452887799132
2010-09-09,-1.5255135445004335,-1.528179092420156,-1.5360652470369953,-1.5365452157828599,-1.5365452157828599,-0.5739297210586055
2010-09-10,-1.5325553337821027,-1.5336412630760303,-1.5292043486220994,-1.5324568700203458,-1.5324568700203458,-0.9103213386240826
2010-09-13,-1.5207374875615252,-1.502387704461796,-1.5113120944432712,-1.4973064809297278,-1.4973064809297278,0.5932907937896961
2010-09-14,-1.5002785115820354,-1.5007799184546031,-1.4987562466410034,-1.5040833679979058,-1.5040833679979058,0.5932907937896961
2010-09-15,-1.5080533997074188,-1.5017931193857246,-1.50725385284571,-1.4967954885645456,-1.4967954885645456,-0.5923967052383582
2010-09-16,-1.4995454127383212,-1.5061540372848328,-1.5062225627199564,-1.5072384203800628,-1.5072384203800628,-0.5983292110317422
2010-09-17,-1.4989678279271093,-1.5028061858865778,-1.5076126695534762,-1.4991729320767568,-1.4991729320767568,0.14535570792153032
2010-09-20,-1.4952803692157175,-1.4654957371101294,-1.4923438006865766,-1.4579790547265883,-1.4579790547265883,-0.5983292110317422
2010-09-21,-1.4582495901528516,-1.46100267425742,-1.459227563941439,-1.4697995503546117,-1.4697995503546117,0.2375567354603733
2010-09-22,-1.4738883090412136,-1.473446884180985,-1.4855949811746787,-1.4874635040567707,-1.4874635040567707,-0.03495744993397949
2010-09-23,-1.4971685020985666,-1.4858249544126152,-1.4969850167979,-1.5049498038315443,-1.5049498038315443,-0.10007082081205872
2010-09-24,-1.4885051366802555,-1.4640200960565377,-1.478778969060373,-1.4556904381780698,-1.4556904381780698,0.1842980766798374
2010-09-27,-1.4549397309013719,-1.462830791474127,-1.4554608096007586,-1.4617340620513057,-1.4617340620513057,-0.367847241163084
2010-09-28,-1.4577831836386337,-1.4532939049600568,-1.4718058548940018,-1.445869701949457,-1.445869701949457,0.08324978789704159
2010-09-29,-1.4511855652117838,-1.4466643418554817,-1.442142578930846,-1.4409592660283081,-1.4409592660283081,0.0466248042142751
2010-09-30,-1.4316373021846203,-1.4341100335422936,-1.446178377378112,-1.444292107951536,-1.444292107951536,0.3493061935475545
2010-10-01,-1.43288127886135,-1.440409301478,-1.4397659314236853,-1.4372932212809686,-1.4372932212809686,0.3644979401538764
2010-10-04,-1.4365909732321407,-1.44430764482437,-1.4561783061678137,-1.4591565883536792,-1.4591565883536792,-0.3511105711730684
2010-10-05,-1.4584718111635504,-1.423097505974632,-1.4484653891325698,-1.4149409668737352,-1.4149409668737352,0.12753759156292907
2010-10-06,-1.4172871668750746,-1.4234279355737691,-1.418914192072412,-1.4238728910106797,-1.4238728910106797,0.13198697090796707
2010-10-07,-1.423284829248025,-1.4235600805273705,-1.4242280184501999,-1.4263170564559244,-1.4263170564559244,-0.03549302337366
2010-10-08,-1.424862069649158,-1.4085830699214041,-1.4195643591885816,-1.4050090274234002,-1.4050090274234002,-0.0757949247096176
2010-10-11,-1.4046029434376792,-1.404552447191165,-1.3975466708097843,-1.4057645312626865,-1.4057645312626865,-0.8516657474898433
2010-10-12,-1.405091585611296,-1.405433503168685,-1.412613825020983,-1.400076486471592,-1.400076486471592,0.1350871171645792
2010-10-13,-1.3928295685358993,-1.3767347918008301,-1.3848338578039285,-1.3769021419057237,-1.3769021419057237,1.0550786926649824
2010-10-14,-1.3764134150683145,-1.3811838959558513,-1.3810446603129531,-1.380857043802171,-1.380857043802171,1.0550786926649824
2010-10-15,-1.370437852771474,-1.3749948608400362,-1.3803944931967833,-1.3842566076584322,-1.3842566076584322,1.833205103585401
2010-10-18,-1.3835441469875789,-1.3778580911215745,-1.3731523349238264,-1.3687699316693842,-1.3687699316693842,0.5201644202948585
2010-10-19,-1.3851657231242207,-1.3849061356509316,-1.4020982511684046,-1.4042757642284582,-1.4042757642284582,1.7046777775513056
2010-10-20,-1.3973166974859126,-1.388077748967629,-1.388376454338613,-1.3865895698819546,-1.3865895698819546,1.1152998061613648
2010-10-21,-1.378723618729873,-1.379421918431079,-1.4012462325480568,-1.3954549076995508,-1.3954549076995508,0.7008380602732303
2010-10-22,-1.39096353572916,-1.3923065219131359,-1.3839818391835805,-1.383656652715872,-1.383656652715872,-0.7900954009050349
2010-10-25,-1.3779906554694479,-1.369224307149003,-1.3672332277304586,-1.3737469539098814,-1.3737469539098814,0.28464600019535874
2010-10-26,-1.3812560434021302,-1.37629426381207,-1.3785783770530897,-1.3758800215616738,-1.3758800215616738,0.2664159042677725
2010-10-27,-1.3834996756687814,-1.3877033606708036,-1.388354011188318,-1.381879164146221,-1.381879164146221,0.4023588625435979
2010-10-28,-1.373370112563042,-1.378783105796783,-1.3841388043871685,-1.3889891184248253,-1.3889891184248253,0.3485852293018307
2010-10-29,-1.3882755970244005,-1.3878355056244047,-1.381493112773422,-1.3838344422569426,-1.3838344422569426,-0.41932408830775975
2010-11-01,-1.376946528560729,-1.377483702824749,-1.3940489605756898,-1.39447726864419,-1.39447726864419,0.1896847095443163
2010-11-02,-1.3937625171476244,-1.3717791543953823,-1.3831522637135278,-1.3626374808324555,-1.3626374808324555,-0.08117125808487186
2010-11-03,-1.361396752309962,-1.3668235169899348,-1.3664708448628136,-1.3576382179476139,-1.3576382179476139,0.7420463166609549
2010-11-04,-1.3569539590954571,-1.32645168771668,-1.3460002285211239,-1.3169330923182831,-1.3169330923182831,1.8028834073081048
2010-11-05,-1.3160358715531886,-1.3148664872066573,-1.3068079193790305,-1.3099785513227198,-1.3099785513227198,1.7431360703160552
2010-11-08,-1.314014324713947,-1.3167385631210524,-1.3088930796293101,-1.3095786265655747,-1.3095786265655747,-0.008013986122360504
